,rel,head,tail,misc,misc2,score_grammar_1,score_no_grammar_1,score_grammar_2,score_no_grammar_2,score_grammar_3,score_no_grammar_3,score_grammar_4,score_no_grammar_4,score_grammar_5,score_no_grammar_5,score_grammar_6,score_no_grammar_6,score_grammar_7,score_no_grammar_7,score_grammar_8,score_no_grammar_8,score_grammar_9,score_no_grammar_9,score_grammar_10,score_no_grammar_10,top_100,rank_grammar_1,rank_no_grammar_1,rank_grammar_2,rank_no_grammar_2,rank_grammar_3,rank_no_grammar_3,rank_grammar_4,rank_no_grammar_4,rank_grammar_5,rank_no_grammar_5,rank_grammar_6,rank_no_grammar_6,rank_grammar_7,rank_no_grammar_7,rank_grammar_8,rank_no_grammar_8,rank_grammar_9,rank_no_grammar_9,rank_grammar_10,rank_no_grammar_10,Josh-Rating,Joe-Rating,Avg-Rating
985,ReceivesAction,science degree,master of science,8,0.320669402308,7.584230422973633,8.416816711425785,0.476621150970459,-2.3103380203247035,-6.630988121032715,-13.037492752075192,-13.738597393035889,-23.76464748382568,-20.846206665039062,-34.49180221557617,-27.953815937042236,-45.21895694732666,-35.06142520904541,-55.94611167907715,-42.169034481048584,-66.67326641082764,-49.27664375305176,-77.40042114257812,-56.38425302505493,-88.12757587432861,True,45.0,41.0,68.0,84.0,103.0,145.0,130.0,206.0,145.0,251.0,163.0,288.0,172.0,328.0,188.0,337.0,196.0,356.0,198.0,364.0,,,
1008,ReceivesAction,analysis,branch of mathematics,10,0.25897012955800003,4.390929460525513,3.859126567840576,-0.9297151565551758,-10.355728149414062,-6.250359773635864,-24.5705828666687,-11.571004390716553,-38.78543758392334,-16.89164900779724,-53.00029230117798,-22.21229362487793,-67.21514701843262,-27.532938241958618,-81.43000173568726,-32.85358285903931,-95.6448564529419,-38.174227476119995,-109.85971117019653,-43.494872093200684,-124.07456588745117,True,313.0,544.0,126.0,962.0,91.0,1210.0,82.0,1305.0,81.0,1374.0,74.0,1411.0,71.0,1439.0,68.0,1454.0,67.0,1475.0,68.0,1483.0,,,
1014,ReceivesAction,bachelor,degree in sociology,8,0.246244486881,3.789841651916504,7.802565336227417,-5.3435282707214355,-4.028392791748047,-14.476898193359375,-15.85935091972351,-23.610268115997314,-27.690309047698975,-32.743638038635254,-39.52126717567444,-41.87700796127319,-51.3522253036499,-51.01037788391113,-63.183183431625366,-60.14374780654907,-75.01414155960083,-69.27711772918701,-86.8450996875763,-78.41048765182495,-98.67605781555176,True,422.0,62.0,483.0,161.0,552.0,281.0,587.0,382.0,603.0,444.0,626.0,500.0,645.0,543.0,660.0,563.0,674.0,589.0,678.0,609.0,,,
1018,ReceivesAction,commander,rank of captain,7,0.237960937381,7.199859619140625,8.050544261932373,-0.5078930854797363,-1.6293096542358398,-8.215645790100098,-11.309163570404053,-15.923398494720459,-20.989017486572266,-23.63115119934082,-30.66887140274048,-31.33890390396118,-40.34872531890869,-39.04665660858154,-50.028579235076904,-46.754409313201904,-59.70843315124512,-54.462162017822266,-69.38828706741333,-62.16991472244263,-79.06814098358154,True,61.0,50.0,106.0,55.0,159.0,95.0,199.0,122.0,229.0,142.0,245.0,158.0,256.0,177.0,265.0,190.0,273.0,200.0,281.0,207.0,,,
1026,ReceivesAction,movie,filmed in downtown,8,0.224045384342,8.02431344985962,4.543942928314209,-2.3586339950561523,-7.6700358390808105,-12.741581439971924,-19.88401460647583,-23.124528884887695,-32.09799337387085,-33.50747632980347,-44.31197214126587,-43.89042377471924,-56.52595090866089,-54.27337121963501,-68.73992967605591,-64.65631866455078,-80.95390844345093,-75.03926610946655,-93.16788721084595,-85.42221355438232,-105.38186597824097,True,31.0,392.0,211.0,493.0,397.0,624.0,553.0,689.0,672.0,725.0,748.0,754.0,809.0,771.0,859.0,789.0,898.0,796.0,928.0,805.0,,,
1048,ReceivesAction,religion,way of life,17,0.172236171292,3.6856753826141357,4.87940526008606,-1.9048871994018555,-4.446391582489014,-7.495449781417847,-13.772188425064087,-13.086012363433838,-23.09798526763916,-18.67657494544983,-32.42378211021423,-24.26713752746582,-41.74957895278931,-29.85770010948181,-51.07537579536438,-35.4482626914978,-60.40117263793945,-41.038825273513794,-69.72696948051453,-46.629387855529785,-79.0527663230896,True,446.0,327.0,178.0,192.0,131.0,176.0,114.0,177.0,104.0,184.0,100.0,194.0,99.0,197.0,97.0,200.0,95.0,204.0,92.0,206.0,,,
1051,ReceivesAction,corruption,abuse of power,14,0.167790024071,5.769786596298218,6.145740509033203,-0.09372186660766602,-0.5310225486755371,-5.95723032951355,-7.207785606384277,-11.820738792419434,-13.884548664093018,-17.684247255325317,-20.561311721801758,-23.5477557182312,-27.238074779510498,-29.411264181137085,-33.91483783721924,-35.27477264404297,-40.59160089492798,-41.13828110694885,-47.26836395263672,-47.001789569854736,-53.94512701034546,True,147.0,165.0,87.0,32.0,85.0,26.0,88.0,22.0,90.0,23.0,93.0,20.0,95.0,19.0,94.0,20.0,96.0,18.0,97.0,18.0,,,
1053,ReceivesAction,range,rate of fire,12,0.165205980287,6.716662883758545,8.869485855102539,-0.1903982162475586,-0.29849720001220703,-7.097459316253662,-9.466480255126953,-14.004520416259766,-18.6344633102417,-20.91158151626587,-27.802446365356445,-27.818642616271973,-36.97042942047119,-34.725703716278076,-46.13841247558594,-41.63276481628418,-55.306395530700684,-48.53982591629028,-64.47437858581543,-55.44688701629639,-73.64236164093018,True,81.0,32.0,93.0,30.0,117.0,45.0,133.0,74.0,148.0,90.0,159.0,104.0,167.0,111.0,176.0,124.0,183.0,128.0,187.0,136.0,,,
1078,ReceivesAction,minister,member of parliament,9,0.117454219386,4.502152442932129,6.9484028816223145,0.24196338653564453,-1.6030774116516113,-4.01822566986084,-10.154557704925537,-8.278414726257324,-18.706037998199463,-12.538603782653809,-27.25751829147339,-16.798792839050293,-35.808998584747314,-21.058981895446777,-44.36047887802124,-25.31917095184326,-52.911959171295166,-29.579360008239746,-61.46343946456909,-33.83954906463623,-70.01491975784302,True,293.0,100.0,72.0,53.0,47.0,63.0,40.0,77.0,38.0,82.0,35.0,86.0,32.0,93.0,32.0,93.0,32.0,93.0,32.0,97.0,0.0,1.0,0.5
1086,ReceivesAction,executive branch,head of government,10,0.105690701042,6.943242073059082,9.05126953125,-0.22282123565673828,-2.776984214782715,-7.388884544372559,-14.60523796081543,-14.554947853088379,-26.433491706848145,-21.7210111618042,-38.26174545288086,-28.88707447052002,-50.089999198913574,-36.05313777923584,-61.91825294494629,-43.21920108795166,-73.746506690979,-50.38526439666748,-85.57476043701172,-57.5513277053833,-97.40301418304443,True,74.0,27.0,96.0,95.0,123.0,211.0,147.0,322.0,170.0,394.0,184.0,448.0,195.0,488.0,201.0,530.0,209.0,549.0,215.0,566.0,0.0,3.0,1.5
1094,ReceivesAction,council,form of government,15,0.09280503645,6.296411514282227,7.520662546157837,2.09982967376709,-1.0968761444091797,-2.096752166748047,-9.714414834976196,-6.293334007263184,-18.331953525543213,-10.48991584777832,-26.94949221611023,-14.686497688293457,-35.567030906677246,-18.883079528808594,-44.18456959724426,-23.07966136932373,-52.80210828781128,-27.276243209838867,-61.419646978378296,-31.472825050354004,-70.03718566894531,True,116.0,74.0,34.0,41.0,28.0,49.0,24.0,67.0,23.0,78.0,24.0,84.0,25.0,91.0,25.0,92.0,25.0,92.0,25.0,98.0,0.0,1.0,0.5
1099,ReceivesAction,governor,removed from office,11,0.0852259501894,5.01101589202881,6.629469633102417,-4.474304676055906,-1.6156439781188965,-13.959625244140623,-9.86075758934021,-23.444945812225342,-18.105871200561523,-32.93026638031006,-26.350984811782837,-42.415586948394775,-34.59609842300415,-51.90090751647949,-42.841212034225464,-61.38622808456421,-51.08632564544678,-70.87154865264893,-59.33143925666809,-80.35686922073364,-67.5765528678894,True,231.0,123.0,388.0,54.0,500.0,54.0,573.0,59.0,615.0,67.0,665.0,72.0,700.0,74.0,716.0,79.0,730.0,83.0,741.0,84.0,4.0,4.0,4.0
1117,ReceivesAction,first season,dvd in region,11,0.052725361621,3.292787551879883,8.789339542388916,-11.583600997924805,-3.5302305221557617,-26.459989547729492,-15.84980058670044,-41.33637809753418,-28.169370651245117,-56.21276664733887,-40.488940715789795,-71.08915519714355,-52.80851078033447,-85.96554374694824,-65.12808084487915,-100.84193229675293,-77.44765090942383,-115.71832084655762,-89.7672209739685,-130.5947093963623,-102.08679103851318,True,552.0,33.0,1767.0,129.0,2186.0,279.0,2339.0,405.0,2395.0,497.0,2432.0,572.0,2455.0,612.0,2470.0,649.0,2482.0,680.0,2492.0,712.0,0.0,1.0,0.5
1123,ReceivesAction,show,end of season,14,0.0505817537306,1.3688194751739502,7.8384480476379395,-9.603057384490967,-5.305656433105469,-20.574934244155884,-18.449760913848877,-31.5468111038208,-31.593865394592285,-42.51868796348572,-44.73796987533569,-53.490564823150635,-57.8820743560791,-64.46244168281555,-71.02617883682251,-75.43431854248047,-84.17028331756592,-86.40619540214539,-97.31438779830933,-97.3780722618103,-110.45849227905273,True,1242.0,57.0,1272.0,247.0,1315.0,467.0,1338.0,647.0,1355.0,742.0,1362.0,815.0,1364.0,868.0,1372.0,906.0,1378.0,938.0,1380.0,968.0,0.0,4.0,2.0
1124,ReceivesAction,prime minister,head of state,17,0.049437878176,8.6826171875,11.729501485824585,3.6469831466674805,3.738863468170168,-1.388650894165039,-4.251774549484249,-6.424284934997559,-12.242412567138668,-11.459918975830078,-20.233050584793084,-16.495553016662598,-28.223688602447503,-21.531187057495117,-36.21432662010192,-26.566821098327637,-44.20496463775634,-31.602455139160156,-52.19560265541075,-36.638089179992676,-60.18624067306517,True,18.0,5.0,15.0,4.0,21.0,8.0,25.0,14.0,30.0,20.0,32.0,25.0,37.0,29.0,39.0,32.0,39.0,38.0,41.0,41.0,0.0,0.0,0.0
1126,ReceivesAction,plan,put into place,7,0.0475764667595,4.152700424194336,4.536565065383911,-5.4822258949279785,-3.7278871536254883,-15.117152214050293,-11.992339372634888,-24.752078533172607,-20.256791591644287,-34.38700485229492,-28.521243810653687,-44.021931171417236,-36.785696029663086,-53.65685749053955,-45.050148248672485,-63.291783809661865,-53.314600467681885,-72.92671012878418,-61.579052686691284,-82.5616364479065,-69.84350490570068,True,348.0,396.0,499.0,143.0,620.0,116.0,684.0,111.0,739.0,101.0,758.0,100.0,775.0,96.0,788.0,95.0,809.0,95.0,817.0,96.0,,,
1130,ReceivesAction,resignation,removal from office,12,0.0453927601477,8.264484882354736,6.861674308776854,2.208804130554199,-1.8791642189025914,-3.846876621246338,-10.620002746582038,-9.902557373046875,-19.36084127426148,-15.958238124847412,-28.101679801940925,-22.01391887664795,-36.842518329620376,-28.069599628448486,-45.58335685729982,-34.12528038024902,-54.32419538497926,-40.18096113204956,-63.065033912658706,-46.2366418838501,-71.80587244033815,True,24.0,104.0,33.0,66.0,44.0,78.0,56.0,86.0,62.0,94.0,71.0,102.0,77.0,104.0,82.0,107.0,87.0,114.0,88.0,117.0,0.0,4.0,2.0
1131,ReceivesAction,set,element of s,13,0.0452346057549,1.0131201744079608,8.919647216796877,-12.840295791625975,-3.057071208953854,-26.693711757659912,-15.033789634704583,-40.54712772369385,-27.010508060455315,-54.40054368972778,-38.98722648620605,-68.25395965576172,-50.96394491195677,-82.10737562179565,-62.940663337707505,-95.96079158782959,-74.91738176345824,-109.81420755386353,-86.89410018920897,-123.66762351989746,-98.8708186149597,True,1441.0,31.0,2057.0,114.0,2211.0,236.0,2271.0,350.0,2299.0,424.0,2317.0,479.0,2321.0,537.0,2320.0,561.0,2329.0,591.0,2330.0,612.0,0.0,0.0,0.0
1143,ReceivesAction,intersection,terminus of route,7,0.0327570241443,6.9710776805877686,4.5330283641815186,-1.2341301441192627,-9.673943042755127,-9.439337968826294,-23.880914449691772,-17.644545793533325,-38.08788585662842,-25.849753618240356,-52.29485726356506,-34.05496144294739,-66.50182867050171,-42.26016926765442,-80.70880007743835,-50.46537709236145,-94.915771484375,-58.67058491706848,-109.12274289131165,-66.87579274177551,-123.32971429824829,True,73.0,397.0,143.0,818.0,215.0,1111.0,257.0,1240.0,288.0,1317.0,310.0,1369.0,320.0,1398.0,330.0,1430.0,341.0,1442.0,349.0,1459.0,,,
1151,ReceivesAction,function,element of a,7,0.0302424505821,0.2399053573608394,3.389192104339598,-2.1057605743408208,-6.663993358612064,-4.4514265060424805,-16.717178821563728,-6.797092437744141,-26.770364284515388,-9.1427583694458,-36.82354974746705,-11.488424301147461,-46.876735210418715,-13.834090232849121,-56.929920673370376,-16.17975616455078,-66.98310613632204,-18.52542209625244,-77.0362915992737,-20.8710880279541,-87.08947706222536,True,1842.0,667.0,188.0,360.0,56.0,339.0,30.0,339.0,20.0,343.0,13.0,348.0,9.0,342.0,8.0,347.0,7.0,346.0,7.0,348.0,0.0,0.0,0.0
1160,ReceivesAction,town,seat of government,17,0.0247036034963,4.807255268096924,7.189601898193359,0.08552217483520508,-1.8639020919799805,-4.636210918426514,-10.91740608215332,-9.357944011688232,-19.97091007232666,-14.079677104949951,-29.0244140625,-18.80141019821167,-38.07791805267334,-23.52314329147339,-47.13142204284668,-28.244876384735107,-56.18492603302002,-32.966609477996826,-65.23843002319336,-37.688342571258545,-74.2919340133667,True,251.0,91.0,78.0,65.0,61.0,83.0,53.0,101.0,51.0,112.0,48.0,120.0,46.0,130.0,44.0,133.0,45.0,140.0,45.0,143.0,,,
1174,ReceivesAction,independent press,freedom of speech,7,0.0136211581668,5.846044063568115,7.209041118621826,-4.269327640533447,-5.127755165100098,-14.38469934463501,-17.46455144882202,-24.500071048736572,-29.801347732543945,-34.615442752838135,-42.13814401626587,-44.7308144569397,-54.47494029998779,-54.84618616104126,-66.81173658370972,-64.96155786514282,-79.14853286743164,-75.07692956924438,-91.48532915115356,-85.19230127334595,-103.82212543487549,True,138.0,88.0,365.0,233.0,545.0,387.0,652.0,513.0,753.0,596.0,800.0,642.0,846.0,690.0,878.0,724.0,902.0,746.0,922.0,763.0,0.0,4.0,2.0
1179,ReceivesAction,subset,element of s,8,0.0107971231,6.546401500701903,8.958240509033203,1.3873643875122053,-4.250827789306641,-3.771672725677494,-17.459896087646484,-8.930709838867191,-30.668964385986328,-14.089746952056888,-43.87803268432617,-19.24878406524659,-57.087100982666016,-24.407821178436286,-70.29616928100586,-29.566858291625984,-83.5052375793457,-34.72589540481568,-96.71430587768555,-39.88493251800538,-109.92337417602539,True,96.0,29.0,46.0,178.0,43.0,386.0,48.0,572.0,52.0,703.0,52.0,780.0,54.0,833.0,54.0,878.0,54.0,915.0,54.0,940.0,0.0,1.0,0.5
1201,IsA,city,major hub,19,0.986126728206,5.546781063079836,6.642643451690674,-0.7305402755737287,-2.288510322570801,-7.007861614227293,-11.219664096832275,-13.285182952880858,-20.15081787109375,-19.562504291534424,-29.081971645355225,-25.83982563018799,-38.0131254196167,-32.11714696884155,-46.944279193878174,-38.39446830749512,-55.87543296813965,-44.67178964614868,-64.80658674240112,-50.949110984802246,-73.7377405166626,True,162.0,119.0,113.0,83.0,116.0,91.0,118.0,108.0,118.0,114.0,119.0,118.0,120.0,126.0,121.0,128.0,122.0,135.0,127.0,138.0,4.0,4.0,4.0
1216,IsA,example,user interface,10,0.865274339728,-0.8018736839294434,6.51316499710083,-8.219628810882568,-1.4810824394226074,-15.637383937835693,-9.475329875946045,-23.05513906478882,-17.469577312469482,-30.472894191741943,-25.46382474899292,-37.89064931869507,-33.45807218551636,-45.30840444564819,-41.452319622039795,-52.72615957260132,-49.44656705856323,-60.14391469955444,-57.44081449508667,-67.56166982650757,-65.43506193161011,True,2349.0,132.0,991.0,48.0,679.0,46.0,549.0,42.0,481.0,55.0,444.0,59.0,410.0,62.0,389.0,64.0,373.0,64.0,362.0,68.0,3.0,0.0,1.5
1220,IsA,schizophrenia,major depressive disorder,8,0.8499141524860001,9.135955333709717,5.861947059631348,-0.14656829833984375,-6.52015495300293,-9.429091930389404,-18.902256965637207,-18.711615562438965,-31.284358978271484,-27.994139194488525,-43.66646099090576,-37.276662826538086,-56.04856300354004,-46.55918645858765,-68.43066501617432,-55.84171009063721,-80.8127670288086,-65.12423372268677,-93.19486904144287,-74.40675735473633,-105.57697105407715,True,14.0,199.0,89.0,342.0,214.0,510.0,299.0,620.0,361.0,685.0,409.0,734.0,463.0,763.0,498.0,786.0,522.0,797.0,545.0,815.0,1.0,2.0,1.5
1226,IsA,serial number,name,7,0.808818855643,2.987689733505249,0.008853912353515625,-2.322251319885254,-11.359366416931152,-7.632192373275757,-22.72758674621582,-12.94213342666626,-34.09580707550049,-18.252074480056763,-45.464027404785156,-23.562015533447266,-56.832247734069824,-28.87195658683777,-68.20046806335449,-34.18189764022827,-79.56868839263916,-39.491838693618774,-90.93690872192383,-44.80177974700928,-102.3051290512085,True,634.0,2059.0,205.0,1194.0,137.0,944.0,108.0,841.0,97.0,797.0,94.0,766.0,89.0,750.0,85.0,741.0,78.0,726.0,77.0,719.0,,,
1228,IsA,short story,novel,54,0.769930694225,4.110903739929199,0.10615968704223633,0.34334230422973633,-11.901371479034424,-3.4242191314697266,-23.908902645111084,-7.1917805671691895,-35.916433811187744,-10.959342002868652,-47.923964977264404,-14.726903438568115,-59.931496143341064,-18.494464874267578,-71.93902730941772,-22.26202630996704,-83.94655847549438,-26.029587745666504,-95.95408964157104,-29.797149181365967,-107.9616208076477,True,364.0,2024.0,70.0,1317.0,39.0,1121.0,33.0,1012.0,28.0,967.0,25.0,939.0,23.0,911.0,22.0,893.0,22.0,886.0,22.0,881.0,3.0,4.0,3.5
1230,IsA,chemistry,computer science,25,0.749803254876,7.676271200180054,3.7317614555358887,0.7112488746643066,-4.613351821899414,-6.25377345085144,-12.958465099334717,-13.218795776367188,-21.30357837677002,-20.183818101882935,-29.648691654205322,-27.14884042739868,-37.993804931640625,-34.11386275291443,-46.33891820907593,-41.078885078430176,-54.68403148651123,-48.04390740394592,-63.02914476394653,-55.00892972946167,-71.37425804138184,True,40.0,572.0,63.0,201.0,92.0,139.0,116.0,128.0,132.0,124.0,144.0,117.0,155.0,114.0,164.0,113.0,174.0,111.0,180.0,112.0,,,
1232,IsA,serial killer,murder,24,0.74470292112,3.322474479675293,1.5078799724578857,-2.196084976196289,-10.748153448104858,-7.714644432067871,-23.004186868667603,-13.233203887939453,-35.26022028923035,-18.751763343811035,-47.51625370979309,-24.270322799682617,-59.772287130355835,-29.7888822555542,-72.02832055091858,-35.30744171142578,-84.28435397148132,-40.82600116729736,-96.54038739204407,-46.344560623168945,-108.79642081260681,True,542.0,1404.0,194.0,1043.0,140.0,978.0,117.0,952.0,106.0,941.0,101.0,925.0,97.0,914.0,96.0,910.0,93.0,906.0,89.0,908.0,1.0,2.0,1.5
1235,IsA,atomic nucleus,atom,7,0.73744924903,6.453625440597533,10.086985111236572,5.874209165573119,1.971529483795166,5.294792890548705,-6.14392614364624,4.715376615524291,-14.259381771087646,4.135960340499877,-22.374837398529053,3.556544065475463,-30.49029302597046,2.977127790451049,-38.605748653411865,2.397711515426635,-46.72120428085327,1.8182952404022208,-54.83665990829468,1.2388789653778067,-62.952115535736084,True,102.0,14.0,4.0,11.0,2.0,17.0,1.0,26.0,1.0,31.0,1.0,34.0,1.0,39.0,1.0,45.0,1.0,48.0,1.0,56.0,1.0,1.0,1.0
1240,IsA,space station,satellite,7,0.6867627648450001,5.914840936660767,4.993361949920656,2.399752616882324,-5.834460735321043,-1.1153357028961182,-16.662283420562744,-4.6304240226745605,-27.490106105804443,-8.145512342453003,-38.31792879104614,-11.660600662231445,-49.14575147628784,-15.175688982009888,-59.97357416152954,-18.69077730178833,-70.80139684677124,-22.205865621566772,-81.62921953201294,-25.720953941345215,-92.45704221725464,True,129.0,308.0,30.0,281.0,19.0,333.0,15.0,375.0,15.0,398.0,15.0,408.0,15.0,427.0,14.0,435.0,14.0,444.0,14.0,451.0,4.0,4.0,4.0
1243,IsA,island,reserve for marine life,9,0.6627792255039999,0.9390323162078857,7.620250225067139,-8.287945985794067,-6.113955974578857,-17.51492428779602,-19.848162174224854,-26.741902589797974,-33.58236837387085,-35.96888089179993,-47.316574573516846,-45.19585919380188,-61.05078077316284,-54.42283749580383,-74.78498697280884,-63.649815797805786,-88.51919317245483,-72.87679409980774,-102.25339937210083,-82.10377240180969,-115.98760557174683,True,1478.0,70.0,1004.0,303.0,910.0,621.0,859.0,800.0,844.0,922.0,832.0,987.0,819.0,1064.0,806.0,1114.0,805.0,1147.0,799.0,1176.0,3.0,3.0,3.0
1244,IsA,market economy,capitalism,7,0.659384632803,6.928887367248535,4.849401950836182,2.5930395126342773,-5.652679443359375,-1.7428083419799805,-16.15476083755493,-6.078656196594238,-26.65684223175049,-10.414504051208496,-37.158923625946045,-14.750351905822754,-47.6610050201416,-19.08619976043701,-58.16308641433716,-23.42204761505127,-68.66516780853271,-27.757895469665527,-79.16724920272827,-32.093743324279785,-89.66933059692383,True,75.0,332.0,26.0,269.0,26.0,297.0,22.0,334.0,22.0,353.0,26.0,367.0,26.0,373.0,26.0,381.0,26.0,390.0,26.0,395.0,,,
1246,IsA,newspaper,news website,8,0.6448616507020001,4.524054050445557,9.437129259109497,-1.755049228668213,2.3442664146423358,-8.034152507781982,-4.7485964298248255,-14.313255786895752,-11.841459274291989,-20.59235906600952,-18.934322118759148,-26.87146234512329,-26.02718496322631,-33.15056562423706,-33.120047807693474,-39.42966890335083,-40.21291065216064,-45.7087721824646,-47.3057734966278,-51.98787546157837,-54.39863634109496,True,289.0,21.0,170.0,8.0,150.0,11.0,144.0,12.0,140.0,13.0,138.0,16.0,140.0,17.0,140.0,17.0,139.0,19.0,140.0,21.0,4.0,4.0,4.0
1250,IsA,tax,state income,20,0.638017702744,5.24743890762329,6.386460542678833,-1.908928871154787,-1.815516471862793,-9.065296649932865,-10.017493486404419,-16.22166442871094,-18.219470500946045,-23.37803220748902,-26.42144751548767,-30.534399986267097,-34.6234245300293,-37.69076776504517,-42.82540154457092,-44.84713554382325,-51.02737855911255,-52.00350332260133,-59.229355573654175,-59.15987110137941,-67.4313325881958,True,199.0,142.0,179.0,62.0,197.0,60.0,209.0,63.0,219.0,70.0,227.0,73.0,228.0,72.0,231.0,76.0,233.0,82.0,236.0,83.0,4.0,4.0,4.0
1251,IsA,dictatorship,political power,7,0.630393381032,6.619751453399658,6.061217308044432,1.5081019401550293,-2.4964475631713903,-3.6035475730895996,-11.054112434387214,-8.715197086334229,-19.611777305603034,-13.826846599578857,-28.169442176818855,-18.938496112823486,-36.72710704803468,-24.050145626068115,-45.2847719192505,-29.161795139312744,-53.84243679046632,-34.27344465255737,-62.40010166168214,-39.385094165802,-70.95776653289796,True,88.0,175.0,41.0,89.0,40.0,85.0,43.0,95.0,48.0,99.0,49.0,98.0,50.0,99.0,52.0,100.0,52.0,102.0,50.0,104.0,4.0,4.0,4.0
1252,IsA,thermodynamic equilibrium,state,24,0.6288553226210001,2.863048791885376,-2.273955345153807,-2.573179006576538,-18.238666057586666,-8.009406805038452,-34.203376770019524,-13.445634603500366,-50.168087482452385,-18.88186240196228,-66.13279819488524,-24.318090200424194,-82.0975089073181,-29.75431799888611,-98.06221961975096,-35.19054579734802,-114.02693033218382,-40.62677359580994,-129.99164104461667,-46.06300139427185,-145.95635175704953,True,670.0,2715.0,225.0,2588.0,148.0,2455.0,123.0,2391.0,107.0,2352.0,102.0,2328.0,96.0,2303.0,93.0,2288.0,90.0,2272.0,87.0,2263.0,,,
1255,IsA,kindergarten,grade school,11,0.625302200186,5.746271133422852,5.388712406158446,0.22262811660766602,-2.288206100463869,-5.3010149002075195,-9.965124607086185,-10.824657917022705,-17.6420431137085,-16.34830093383789,-25.318961620330818,-21.871943950653076,-32.99588012695313,-27.39558696746826,-40.67279863357545,-32.91922998428345,-48.34971714019776,-38.44287300109863,-56.02663564682008,-43.96651601791382,-63.7035541534424,True,149.0,261.0,74.0,82.0,72.0,58.0,73.0,45.0,68.0,52.0,68.0,53.0,69.0,56.0,70.0,57.0,69.0,59.0,70.0,59.0,,,
1263,IsA,coil,magnetic core,9,0.581903615889,4.629491806030273,4.579996109008789,-1.1274223327636719,-8.368834495544434,-6.884336471557617,-21.317665100097656,-12.641250610351562,-34.26649570465088,-18.398164749145508,-47.2153263092041,-24.155078887939453,-60.164156913757324,-29.9119930267334,-73.11298751831055,-35.668907165527344,-86.06181812286377,-41.42582130432129,-99.01064872741699,-47.182735443115234,-111.95947933197021,True,275.0,384.0,135.0,591.0,109.0,762.0,101.0,859.0,100.0,914.0,98.0,955.0,100.0,972.0,99.0,991.0,98.0,1008.0,101.0,1022.0,,,
1269,IsA,federal level,state,20,0.560656547402,6.574756145477295,4.396702289581299,1.0458030700683594,-4.753318786621094,-4.483150005340576,-13.903339862823486,-10.012103080749512,-23.05336093902588,-15.541056156158447,-32.20338201522827,-21.070009231567383,-41.353403091430664,-26.59896230697632,-50.50342416763306,-32.127915382385254,-59.65344524383545,-37.65686845779419,-68.80346632003784,-43.185821533203125,-77.95348739624023,True,94.0,428.0,56.0,213.0,58.0,181.0,61.0,174.0,58.0,180.0,59.0,186.0,62.0,190.0,62.0,188.0,63.0,188.0,65.0,190.0,,,
1273,IsA,town,rural community,9,0.505498649105,4.607116937637329,5.8425304889678955,0.03093123435974121,-2.285454750061035,-4.545254468917847,-10.413439989089966,-9.121440172195435,-18.541425228118896,-13.697625875473022,-26.669410467147827,-18.27381157875061,-34.79739570617676,-22.8499972820282,-42.92538094520569,-27.426182985305786,-51.05336618423462,-32.002368688583374,-59.18135142326355,-36.57855439186096,-67.30933666229248,True,278.0,201.0,80.0,81.0,59.0,69.0,50.0,71.0,46.0,74.0,44.0,77.0,42.0,75.0,40.0,77.0,40.0,81.0,40.0,81.0,3.0,3.0,3.0
1287,IsA,company,joint venture,56,0.457569507792,4.760693788528442,7.837521076202393,-0.5862636566162109,1.6045823097229004,-5.933221101760864,-4.628356456756592,-11.280178546905518,-10.861295223236084,-16.62713599205017,-17.094233989715576,-21.974093437194824,-23.32717275619507,-27.321050882339478,-29.56011152267456,-32.66800832748413,-35.79305028915405,-38.014965772628784,-42.025989055633545,-43.36192321777344,-48.25892782211304,True,256.0,59.0,110.0,13.0,84.0,9.0,76.0,10.0,75.0,10.0,70.0,11.0,67.0,11.0,66.0,11.0,66.0,12.0,67.0,13.0,3.0,4.0,3.5
1302,IsA,ventricle,mitral valve,11,0.396301720483,4.887213230133057,9.412916660308838,-7.003836154937744,-4.183711051940918,-18.894885540008545,-17.780338764190674,-30.785934925079346,-31.37696647644043,-42.67698431015015,-44.973594188690186,-54.56803369522095,-58.57022190093994,-66.45908308029175,-72.1668496131897,-78.35013246536255,-85.76347732543945,-90.24118185043335,-99.36010503768921,-102.13223123550415,-112.95673274993896,True,243.0,22.0,746.0,173.0,1090.0,411.0,1261.0,625.0,1370.0,761.0,1435.0,856.0,1478.0,920.0,1515.0,982.0,1539.0,1024.0,1562.0,1056.0,,,
1314,IsA,marriage,domestic partnership,14,0.348163715391,10.022107601165771,3.3792176246643066,6.711536407470703,-8.242655754089355,3.4009652137756348,-19.864529132843018,0.0903940200805664,-31.48640251159668,-3.220177173614502,-43.10827589035034,-6.53074836730957,-54.730149269104004,-9.841319561004639,-66.35202264785767,-13.151890754699707,-77.97389602661133,-16.462461948394775,-89.59576940536499,-19.773033142089844,-101.21764278411865,True,3.0,669.0,3.0,572.0,4.0,623.0,4.0,639.0,4.0,652.0,5.0,658.0,6.0,663.0,6.0,670.0,6.0,677.0,6.0,674.0,4.0,4.0,4.0
