Disagree,Both less than 3,Both greater than 3,,rel,head,tail,Josh-Rating,Joe-Rating,Avg-Rating,sent_LM,sent_concat,misc,misc2,temp,score_LM_1,score_concat_1,score_LM_2,score_concat_2,score_LM_3,score_concat_3,score_LM_4,score_concat_4,score_LM_5,score_concat_5,score_LM_6,score_concat_6,score_LM_7,score_concat_7,score_LM_8,score_concat_8,score_LM_9,score_concat_9,score_LM_10,score_concat_10,score_LM_cluster,score_concat_cluster,top_100,rank_LM_1,rank_concat_1,rank_LM_2,rank_concat_2,rank_LM_3,rank_concat_3,rank_LM_4,rank_concat_4,rank_LM_5,rank_concat_5,rank_LM_6,rank_concat_6,rank_LM_7,rank_concat_7,rank_LM_8,rank_concat_8,rank_LM_9,rank_concat_9,rank_LM_10,rank_concat_10,rank_LM_cluster,rank_concat_cluster,score_LM_ensemble,score_concat_ensemble,rank_LM_ensemble,rank_concat_ensemble
1,0,1,764,UsedFor,name,new party,3,4,3.5,[CLS] the name is used for a new party . [SEP],[CLS] name used for new party . [SEP],9,0.036750131,-66.08361973,0.583961964,6.292496443,-7.314016819,-1.794220448,-15.2119956,-9.880937338,-23.10997438,-17.96765423,-31.00795317,-26.05437112,-38.90593195,-34.14108801,-46.80391073,-42.2278049,-54.70188951,-50.31452179,-62.5998683,-58.40123868,-70.49784708,-66.48795557,0.227458775,0.63179462,TRUE,1743,160,839,77,653,74,585,74,538,84,509,87,492,90,483,93,469,96,463,99,72,75,-677.4,-93.4,632,60
0,,,992,ReceivesAction,mayor,form of government,0,0,0,[CLS] a mayor can be a form of government . [SEP],[CLS] mayor receives action form of government . [SEP],34,0.296681412,-66.04560159,3.327798843,5.841419935,-3.411197186,-2.190649509,-10.15019321,-10.22271895,-16.88918924,-18.2547884,-23.62818527,-26.28685784,-30.3671813,-34.31892729,-37.10617733,-42.35099673,-43.84517336,-50.38306618,-50.58416939,-58.41513562,-57.32316542,-66.44720507,-0.182632148,0.218971324,TRUE,568,202,270,86,225,84,207,78,209,89,204,89,202,91,198,95,197,97,195,98,100,102,-247.5,-100.9,206,64
0,,,1273,IsA,town,rural community,3,3,3,[CLS] the town is a rural community . [SEP],[CLS] town is a rural community . [SEP],9,0.505498649,-64.4232268,4.473339558,2.386567831,1.133084774,-5.078213692,-2.20717001,-12.54299521,-5.547424793,-20.00777674,-8.887679577,-27.47255826,-12.22793436,-34.93733978,-15.56818914,-42.40212131,-18.90844393,-49.86690283,-22.24869871,-57.33168435,-25.5889535,-64.79646587,-3.212018311,-2.838779235,TRUE,318,1169,46,282,22,171,18,127,19,107,18,99,17,92,17,88,16,81,16,78,353,369,-50.7,-229.4,35,173
0,,,1574,HasA,the province,railway,4,4,4,[CLS] the province has a railway . [SEP],[CLS] the province has a railway . [SEP],10,0.281946736,-64.00770222,1.472467184,1.472467184,-5.843752861,-5.843752861,-13.15997291,-13.15997291,-20.47619295,-20.47619295,-27.792413,-27.792413,-35.10863304,-35.10863304,-42.42485309,-42.42485309,-49.74107313,-49.74107313,-57.05729318,-57.05729318,-64.37351322,-64.37351322,-4.01469785,-3.648886847,TRUE,1288,1600,567,369,436,203,386,146,354,117,343,102,329,93,325,85,322,77,313,75,476,507,-466.3,-286.7,420,220
1,0,1,66,HasSubevent,signal,phase shift,3,4,3.5,[CLS] one of the things you do when you signal is phase shift . [SEP],[CLS] signal has sub ##eve ##nt phase shift . [SEP],7,0.021043796,-67.58211243,4.893082142,8.604543209,-5.099000454,0.092067719,-15.09108305,-8.420407772,-25.08316565,-16.93288326,-35.07524824,-25.44535875,-45.06733084,-33.95783424,-55.05941343,-42.47030973,-65.05149603,-50.98278522,-75.04357862,-59.49526072,-85.03566122,-68.00773621,2.220186591,2.645810366,TRUE,245,32,462,21,638,35,740,57,798,69,836,84,868,94,895,104,915,109,933,114,23,24,-733,-71.9,690,44
0,,,2238,CapableOf,molecule,negative charge,4,4,4,[CLS] the molecule can be a negative charge . [SEP],[CLS] molecule capable of negative charge . [SEP],9,0.083210547,-66.5145942,1.109868526,5.80689764,-8.0779953,-2.273715973,-17.26585913,-10.35432959,-26.45372295,-18.4349432,-35.64158678,-26.51555681,-44.82945061,-34.59617043,-54.01731443,-42.67678404,-63.20517826,-50.75739765,-72.39304209,-58.83801126,-81.58090591,-66.91862488,-0.25356257,0.150468111,TRUE,1470,205,987,93,897,89,860,84,836,94,824,95,816,95,815,100,810,102,806,102,106,107,-912.1,-105.9,878,67.5
1,0,0,2724,Causes,economic activity,population,2,4,3,[CLS] economic activity causes the population . [SEP],[CLS] economic activity causes population . [SEP],8,0.132331564,-65.17400552,1.884309292,3.021927118,-5.309485435,-4.59773016,-12.50328016,-12.21738744,-19.69707489,-19.83704472,-26.89086962,-27.45670199,-34.08466434,-35.07635927,-41.27845907,-42.69601655,-48.4722538,-50.31567383,-55.66604853,-57.93533111,-62.85984325,-65.55498838,-2.69281584,-2.311832976,TRUE,1086,873,492,238,377,156,334,121,318,106,305,101,301,96,292,94,287,91,285,88,293,301,-407.7,-196.4,356,145
1,1,0,2859,Causes,episode,season finale,2,1,1.5,[CLS] the episode causes the season finale . [SEP],[CLS] episode causes season finale . [SEP],12,0.003276712,-67.62105756,4.513090372,7.706865788,-0.776804209,-0.709661961,-6.06669879,-9.126189709,-11.35659337,-17.54271746,-16.64648795,-25.9592452,-21.93638253,-34.37577295,-27.22627711,-42.7923007,-32.51617169,-51.20882845,-37.80606627,-59.6253562,-43.09596086,-68.04188395,1.394469976,1.815296364,TRUE,314,60,93,40,76,57,69,71,67,80,63,92,64,97,65,106,65,110,64,115,42,41,-94,-82.8,66,54
0,,,716,UsedFor,precedent,common law,4,4,4,[CLS] precedent is for the common law . [SEP],[CLS] precedent used for common law . [SEP],16,0.072481641,-66.98611772,5.304435015,6.305548668,-2.84872818,-1.883464336,-11.00189137,-10.07247734,-19.15505457,-18.26149035,-27.30821776,-26.45050335,-35.46138096,-34.63951635,-43.61454415,-42.82852936,-51.76770735,-51.01754236,-59.92087054,-59.20655537,-68.07403374,-67.39556837,0.163788915,0.573239565,TRUE,190,158,217,82,268,81,308,79,336,93,352,97,367,98,377,105,387,107,392,111,77,81,-319.4,-101.1,272,65
1,0,0,2173,CapableOf,alliance,civil war,1,4,2.5,[CLS] the alliance can be a civil war . [SEP],[CLS] alliance capable of civil war . [SEP],10,0.189046096,-65.48526139,1.269994736,3.221866131,-6.880204678,-4.454907894,-15.03040409,-12.13168192,-23.1806035,-19.80845594,-31.33080292,-27.48522997,-39.48100233,-35.16200399,-47.63120174,-42.83877802,-55.78140116,-50.51555204,-63.93160057,-58.19232607,-72.08179998,-65.86910009,-2.535714388,-2.151875687,TRUE,1389,788,743,223,631,148,594,120,569,108,547,104,531,99,518,97,512,94,508,92,274,288,-654.2,-187.3,611,135
1,1,0,2403,HasProperty,the concept,independent,1,0,0.5,[CLS] the concept is independent . [SEP],[CLS] the concept has property independent . [SEP],37,0.922219897,-66.62968969,-0.245337963,5.399315834,-8.604888439,-2.648617744,-16.96443892,-10.69655132,-25.32398939,-18.7444849,-33.68353987,-26.79241848,-42.04309034,-34.84035206,-50.40264082,-42.88828564,-58.7621913,-50.93621922,-67.12174177,-58.98415279,-75.48129225,-67.03208637,-0.63663435,-0.234237671,TRUE,2188,259,1109,117,856,96,760,97,716,97,686,98,669,100,655,103,643,103,625,104,130,132,-890.7,-117.4,853,81
1,1,0,2255,CapableOf,system,ballistic missile,1,0,0.5,[CLS] the system can be a ballistic missile . [SEP],[CLS] system capable of ballistic missile . [SEP],30,0.064565825,-65.77493809,0.886508703,3.23254323,-6.494036436,-4.477789879,-13.87458158,-12.18812299,-21.25512671,-19.8984561,-28.63567185,-27.60878921,-36.01621699,-35.31912231,-43.39676213,-43.02945542,-50.77730727,-50.73978853,-58.15785241,-58.45012164,-65.53839755,-66.16045475,-2.550206602,-2.164689946,TRUE,1585,780,667,225,508,154,435,124,398,115,373,107,363,101,353,99,348,99,340,95,278,291,-537,-189.9,490,139
1,0,0,1611,HasA,an example,continuity,3,0,1.5,[CLS] an example has continuity . [SEP],[CLS] an example has a continuity . [SEP],9,0.161877931,-64.43442016,3.126530647,0.458909512,-3.737865925,-6.791741848,-10.6022625,-14.04239321,-17.46665907,-21.29304457,-24.33105564,-28.54369593,-31.19545221,-35.79434729,-38.05984879,-43.04499865,-44.92424536,-50.29565001,-51.78864193,-57.54630136,-58.6530385,-64.79695272,-4.979079008,-4.61654644,TRUE,631,2109,299,508,243,246,234,170,226,134,224,118,222,102,219,91,218,86,213,79,670,707,-272.9,-364.3,229,307
1,0,0,1055,ReceivesAction,battalion,order of battle,0,4,2,[CLS] a battalion can be an order of battle . [SEP],[CLS] battalion receives action order of battle . [SEP],7,0.163616206,-66.01628598,6.415198326,3.555708647,-0.816261768,-4.217698574,-8.047721863,-11.99110579,-15.27918196,-19.76451302,-22.51064205,-27.53792024,-29.74210215,-35.31132746,-36.97356224,-43.08473468,-44.20502234,-50.8581419,-51.43648243,-58.63154912,-58.66794252,-66.40495634,-2.274346769,-1.885676408,TRUE,89,670,95,208,126,143,159,117,179,113,193,106,198,103,201,102,207,100,214,97,247,259,-166.1,-175.9,128,125
0,,,1690,HasA,death,long time,2,2,2,[CLS] death has a long time . [SEP],[CLS] death has a long time . [SEP],14,0.057093545,-65.20158355,1.863382816,1.863382816,-5.629909515,-5.629909515,-13.12320185,-13.12320185,-20.61649418,-20.61649418,-28.10978651,-28.10978651,-35.60307884,-35.60307884,-43.09637117,-43.09637117,-50.58966351,-50.58966351,-58.08295584,-58.08295584,-65.57624817,-65.57624817,-3.756586432,-3.381921816,TRUE,1094,1418,543,339,433,199,393,149,377,125,358,112,353,104,346,98,342,93,341,89,433,458,-458,-272.6,411,205.5
1,0,0,1689,HasA,an apartment,residence,4,1,2.5,[CLS] an apartment has a residence . [SEP],[CLS] an apartment has a residence . [SEP],9,0.061035925,-64.3342631,0.092784882,0.092784882,-7.105767965,-7.105767965,-14.30432081,-14.30432081,-21.50287366,-21.50287366,-28.70142651,-28.70142651,-35.89997935,-35.89997935,-43.0985322,-43.0985322,-50.29708505,-50.29708505,-57.49563789,-57.49563789,-64.69419074,-64.69419074,-5.306129754,-4.946202111,TRUE,1997,2264,787,564,544,263,452,177,403,138,369,120,354,105,338,92,332,84,324,76,743,795,-590,-388.3,536.5,334
0,,,2187,CapableOf,hospital,care facility,4,4,4,[CLS] hospital can be a care facility . [SEP],[CLS] hospital capable of care facility . [SEP],12,0.157874276,-69.09974055,1.980389595,9.472397327,-9.624423504,0.693387508,-21.2292366,-8.085622311,-32.8340497,-16.86463213,-44.4388628,-25.64364195,-56.0436759,-34.42265177,-67.648489,-43.20166159,-79.2533021,-51.98067141,-90.8581152,-60.75968122,-102.4629283,-69.53869104,2.888139963,3.327090454,TRUE,1047,19,1362,16,1468,31,1526,56,1554,77,1578,93,1598,106,1614,116,1623,126,1630,135,13,13,-1500,-77.5,1494,47
0,,,1616,HasA,the problem,subject,4,4,4,[CLS] the problem has the subject . [SEP],[CLS] the problem has a subject . [SEP],11,0.155051826,-65.48245887,0.816399336,2.054409742,-6.349073648,-5.491609097,-13.51454663,-13.03762794,-20.68001962,-20.58364677,-27.8454926,-28.12966561,-35.01096559,-35.67568445,-42.17643857,-43.22170329,-49.34191155,-50.76772213,-56.50738454,-58.31374097,-63.67285752,-65.85975981,-3.605104387,-3.227803445,TRUE,1621,1341,642,321,474,197,396,148,357,126,339,115,324,107,316,101,306,95,298,91,410,430,-507.3,-264.2,460,200
1,1,0,2199,CapableOf,missile,launch tube,0,2,1,[CLS] the missile can launch a tube . [SEP],[CLS] missile capable of launch tube . [SEP],16,0.13094,-68.59870435,4.932369709,8.388162851,-3.2216115,-0.213721752,-11.37559271,-8.815606356,-19.52957392,-17.41749096,-27.68355513,-26.01937556,-35.83753633,-34.62126017,-43.99151754,-43.22314477,-52.14549875,-51.82502937,-60.29947996,-60.42691398,-68.45346117,-69.02879858,1.936749399,2.366843629,TRUE,239,39,251,27,299,48,328,66,351,82,367,96,379,108,389,112,394,118,402,125,29,29,-339.9,-82.1,291,53
1,0,0,411,AtLocation,award for best,presentation,3,0,1.5,[CLS] something you find in the presentation is the award for best . [SEP],[CLS] award for best at location presentation . [SEP],42,0.100644292,-67.47433219,3.023659706,5.620256424,-9.92271328,-2.546736717,-22.86908627,-10.71372986,-35.81545925,-18.880723,-48.76183224,-27.04771614,-61.70820522,-35.21470928,-74.65457821,-43.38170242,-87.60095119,-51.54869556,-100.5473242,-59.71568871,-113.4936972,-67.88268185,-0.504988432,-0.096638775,TRUE,670,235,1429,110,1727,97,1864,101,1914,100,1954,105,1981,110,2005,110,2022,112,2029,112,120,126,-1759.5,-119.2,1770,83
0,,,2956,Causes,runner,first base,1,1,1,[CLS] the runner causes the first base . [SEP],[CLS] runner causes first base . [SEP],38,0.000205152,-68.44779464,2.417515993,7.299273729,-7.196788311,-1.164085865,-16.81109262,-9.627445459,-26.42539692,-18.09080505,-36.03970122,-26.55416465,-45.65400553,-35.01752424,-55.26830983,-43.48088384,-64.88261414,-51.94424343,-74.49691844,-60.40760303,-84.11122274,-68.87096262,0.951754034,1.374922013,TRUE,871,81,812,57,834,67,858,76,859,95,877,100,879,111,891,114,893,117,899,122,57,57,-867.3,-94,821,62
0,,,2534,HasProperty,the band,unreleased,1,1,1,[CLS] the band is unreleased . [SEP],[CLS] the band has property unreleased . [SEP],68,0.129858404,-67.69058332,1.792269468,4.936308861,-4.983475924,-3.178427696,-11.75922132,-11.29316425,-18.53496671,-19.40790081,-25.3107121,-27.52263737,-32.08645749,-35.63737392,-38.86220288,-43.75211048,-45.63794827,-51.86684704,-52.41369367,-59.9815836,-59.18943906,-68.09632015,-1.149743557,-0.744006729,TRUE,1130,330,439,143,331,116,282,111,257,111,244,114,237,114,235,113,227,116,224,116,160,164,-360.6,-138.4,314,96.5
1,0,0,2551,HasProperty,household size,average,4,1,2.5,[CLS] household size is the average . [SEP],[CLS] household size has property average . [SEP],13,0.097133258,-68.70973811,4.628548145,6.594747066,-4.294746876,-1.819161892,-13.2180419,-10.23307085,-22.14133692,-18.64697981,-31.06463194,-27.06088877,-39.98792696,-35.47479773,-48.91122198,-43.88870668,-57.834517,-52.30261564,-66.75781202,-60.7165246,-75.68110704,-69.13043356,0.284315348,0.705010796,TRUE,282,126,355,78,445,85,498,91,542,101,580,110,590,115,604,121,617,124,635,128,68,70,-514.8,-107.9,471,74
1,1,0,2935,Causes,government,land grant,1,2,1.5,[CLS] the government causes a land grant . [SEP],[CLS] government causes land grant . [SEP],12,0.000433134,-68.71940353,3.451505661,6.543953896,-4.107768536,-1.865359783,-11.66704273,-10.27467346,-19.22631693,-18.68398714,-26.78559113,-27.09330082,-34.34486532,-35.5026145,-41.90413952,-43.91192818,-49.46341372,-52.32124186,-57.02268791,-60.73055553,-64.58196211,-69.13986921,0.236968637,0.65743432,TRUE,529,131,335,80,320,86,314,96,311,102,318,111,319,116,320,122,321,125,319,129,71,73,-340.6,-109.8,292,76
1,0,1,1608,HasA,host city,bid,4,3,3.5,[CLS] the host city has bid . [SEP],[CLS] host city has a bid . [SEP],7,0.167517309,-69.88411419,5.872499466,8.856448174,-0.055641174,0.058619976,-5.983781815,-8.739208221,-11.91192245,-17.53703642,-17.8400631,-26.33486462,-23.76820374,-35.13269281,-29.69634438,-43.93052101,-35.62448502,-52.72834921,-41.55262566,-61.52617741,-47.4807663,-70.3240056,2.258077025,2.697968435,TRUE,126,29,74,22,72,45,74,70,80,91,83,103,84,117,91,128,93,138,95,145,21,22,-87.2,-88.8,61,57
1,0,1,300,AtLocation,stock exchange,market,4,3,3.5,[CLS] something you find on the market is a stock exchange . [SEP],[CLS] stock exchange at location market . [SEP],20,0.993669591,-68.5673473,2.476737499,6.117569208,-3.805909634,-2.227114201,-10.08855677,-10.57179761,-16.3712039,-18.91648102,-22.65385103,-27.26116443,-28.93649817,-35.60584784,-35.2191453,-43.95053124,-41.50179243,-52.29521465,-47.78443956,-60.63989806,-54.0670867,-68.98458147,-0.140943348,0.276290822,TRUE,851,175,302,88,221,94,196,102,182,103,176,113,172,118,163,120,159,122,155,124,98,100,-257.7,-115.9,218,80
1,0,0,2013,HasPrerequisite,state championship,football,3,1,2,[CLS] the state championship requires the football . [SEP],[CLS] state championship has pre ##re ##quisite football . [SEP],12,0.000754396,-69.22749686,5.559737921,7.372762203,-2.218093872,-1.185925961,-9.995925665,-9.744614124,-17.77375746,-18.30330229,-25.55158925,-26.86199045,-33.32942104,-35.42067862,-41.10725284,-43.97936678,-48.88508463,-52.53805494,-56.66291642,-61.09674311,-64.44074821,-69.65543127,0.95374608,1.381680489,TRUE,161,77,171,59,217,70,243,80,265,99,282,108,293,120,305,126,311,131,315,137,56,56,-256.3,-100.7,213,63
1,0,0,2121,CapableOf,system,high speed,4,0,2,[CLS] the system can be high speed . [SEP],[CLS] system capable of high speed . [SEP],25,0.583974771,-66.24435607,0.6607306,0.882408619,-8.591687918,-6.617788553,-17.84410644,-14.11798573,-27.09652495,-21.6181829,-36.34894347,-29.11838007,-45.60136199,-36.61857724,-54.85378051,-44.11877441,-64.10619903,-51.61897159,-73.35861754,-59.11916876,-82.61103606,-66.61936593,-4.74273926,-4.367729402,TRUE,1705,1897,1105,482,973,250,924,179,891,148,869,131,856,121,846,111,843,104,838,100,615,648,-985,-352.3,937.5,290.5
0,,,1335,IsA,commanding officer,admiral,3,3,3,[CLS] commanding officer is an admiral . [SEP],[CLS] commanding officer is a admiral . [SEP],14,0.28899306,-68.68335295,6.418269157,5.698858261,0.172774315,-2.612003326,-6.072720528,-10.92286491,-12.31821537,-19.2337265,-18.56371021,-27.54458809,-24.80920506,-35.85544968,-31.0546999,-44.16631126,-37.30019474,-52.47717285,-43.54568958,-60.78803444,-49.79118443,-69.09889603,-0.53428793,-0.11874485,TRUE,88,224,66,114,77,106,82,109,91,114,97,119,100,122,105,125,107,127,109,127,122,127,-92.2,-128.7,64,90
1,0,0,874,UsedFor,flag,green background,4,0,2,[CLS] the flag can be used for a green background . [SEP],[CLS] flag used for green background . [SEP],7,0.001548852,-69.04819105,2.262951612,5.459579945,-6.507322311,-2.865310669,-15.27759624,-11.19020128,-24.04787016,-19.5150919,-32.81814408,-27.83998251,-41.58841801,-36.16487312,-50.35869193,-44.48976374,-59.12896585,-52.81465435,-67.89923978,-61.13954496,-76.6695137,-69.46443558,-0.784088016,-0.367843485,TRUE,934,253,671,123,661,114,662,113,657,118,665,122,667,125,669,129,669,132,673,133,140,144,-692.8,-136.2,650,95
1,1,0,1387,IsA,power plant,coal,2,1,1.5,[CLS] the power plant is coal . [SEP],[CLS] power plant is a coal . [SEP],7,0.150094706,-71.15275421,5.468966961,8.044967651,-1.688959122,-0.803939819,-8.846885204,-9.65284729,-16.00481129,-18.50175476,-23.16273737,-27.35066223,-30.32066345,-36.1995697,-37.47858953,-45.04847717,-44.63651562,-53.89738464,-51.7944417,-62.74629211,-58.95236778,-71.59519958,1.408287048,1.850732422,TRUE,169,48,138,43,161,68,185,88,195,104,202,124,210,134,213,144,219,150,218,158,41,39,-191,-106.1,151.5,70
0,,,1240,IsA,space station,satellite,4,4,4,[CLS] the space station is a satellite . [SEP],[CLS] space station is a satellite . [SEP],7,0.686762765,-71.34275938,6.879669428,7.879653215,2.275926113,-0.972012997,-2.327817202,-9.823679209,-6.931560516,-18.67534542,-11.53530383,-27.52701163,-16.13904715,-36.37867785,-20.74279046,-45.23034406,-25.34653378,-54.08201027,-29.95027709,-62.93367648,-34.5540204,-71.78534269,1.240903556,1.683486867,TRUE,57,53,19,50,23,72,23,94,25,112,27,126,29,137,29,148,30,154,30,161,45,46,-29.2,-110.7,15,79
1,0,1,2773,Causes,policy,economic crisis,4,3,3.5,[CLS] the policy causes an economic crisis . [SEP],[CLS] policy causes economic crisis . [SEP],7,0.029795021,-69.32201757,3.68226552,3.34741497,-1.191737652,-4.772074699,-6.065740824,-12.89156437,-10.939744,-21.01105404,-15.81374717,-29.13054371,-20.68775034,-37.25003338,-25.56175351,-45.36952305,-30.43575668,-53.48901272,-35.30975986,-61.60850239,-40.18376303,-69.72799206,-2.742202282,-2.336227798,TRUE,484,737,106,253,75,190,62,161,59,150,55,142,53,140,52,138,50,139,50,139,296,305,-104.6,-218.9,76,165
1,0,0,1957,HasPrerequisite,fitness center,pool,3,1,2,[CLS] a fitness center requires a pool . [SEP],[CLS] fitness center has pre ##re ##quisite pool . [SEP],9,0.004205108,-72.44132081,4.282824993,8.788844824,-2.144939899,-0.287151337,-8.572704792,-9.363147497,-15.00046968,-18.43914366,-21.42823458,-27.51513982,-27.85599947,-36.59113598,-34.28376436,-45.66713214,-40.71152925,-54.7431283,-47.13929415,-63.81912446,-53.56705904,-72.89512062,1.981847703,2.435647511,TRUE,347,30,165,29,147,62,150,85,152,110,149,130,147,144,148,155,147,165,149,170,28,28,-170.1,-108,133,75
0,,,2183,CapableOf,rank,field marshal,4,4,4,[CLS] rank can be a field marshal . [SEP],[CLS] rank capable of field marshal . [SEP],60,0.162747136,-71.75987095,-0.222735405,6.745795488,-14.41264534,-2.025787354,-28.60255527,-10.7973702,-42.79246521,-19.56895304,-56.98237514,-28.34053588,-71.17228508,-37.11211872,-85.36219501,-45.88370156,-99.55210495,-54.6552844,-113.7420149,-63.42686725,-127.9319248,-72.19845009,0.167108357,0.605687499,TRUE,2177,115,2417,83,2447,100,2446,116,2443,130,2438,138,2436,148,2438,152,2438,160,2437,164,76,77,-2411.7,-130.6,2469,91.5
1,0,0,2296,CapableOf,election,legislative assembly,1,3,2,[CLS] an election can be a legislative assembly . [SEP],[CLS] election capable of legislative assembly . [SEP],59,0.032082971,-72.47310624,2.487977266,7.981459618,-5.814430475,-1.00787735,-14.11683822,-9.997214317,-22.41924596,-18.98655128,-30.7216537,-27.97588825,-39.02406144,-36.96522522,-47.32646918,-45.95456219,-55.62887692,-54.94389915,-63.93128467,-63.93323612,-72.23369241,-72.92257309,1.239456892,1.68892374,TRUE,845,52,566,52,522,80,525,104,517,121,518,137,514,149,516,159,511,168,513,171,46,45,-554.7,-119.3,505,84
0,,,2704,Causes,law,foreign policy,4,4,4,[CLS] the law causes foreign policy . [SEP],[CLS] law causes foreign policy . [SEP],8,0.584192588,-73.02398686,6.748296738,8.31276226,-1.71548605,-0.77514267,-10.17926884,-9.8630476,-18.64305162,-18.95095253,-27.10683441,-28.03885746,-35.5706172,-37.12676239,-44.03439999,-46.21466732,-52.49818277,-55.30257225,-60.96196556,-64.39047718,-69.42574835,-73.47838211,1.496833563,1.951228809,TRUE,64,42,141,42,226,73,285,103,325,124,356,139,380,154,400,165,415,174,428,179,37,35,-302,-119.5,251,85
0,,,1559,HasA,hospital,acute care,4,4,4,[CLS] the hospital has an acute care . [SEP],[CLS] hospital has a acute care . [SEP],13,0.350180819,-72.73362923,6.338877916,7.461179256,0.467245817,-1.499134541,-5.404386282,-10.45944834,-11.27601838,-19.41976213,-17.14765048,-28.38007593,-23.01928258,-37.34038973,-28.89091468,-46.30070353,-34.76254678,-55.26101732,-40.63417888,-64.22133112,-46.50581098,-73.18164492,0.740943909,1.188959599,TRUE,94,72,54,65,61,90,67,112,73,131,77,144,78,155,78,163,81,172,84,178,61,61,-74.7,-128.2,55,89
1,1,0,173,HasSubevent,operating system,server,0,2,1,[CLS] one of the things you do when you operating a system is server . [SEP],[CLS] operating system has sub ##eve ##nt server . [SEP],37,0.002217768,-72.61061931,2.359856129,6.50151825,-11.67082214,-2.337826729,-25.70150042,-11.17717171,-39.73217869,-20.01651669,-53.76285696,-28.85586166,-67.79353523,-37.69520664,-81.8242135,-46.53455162,-95.85489178,-55.3738966,-109.88557,-64.21324158,-123.9162483,-73.05258656,-0.127990484,0.313976765,TRUE,900,136,1851,96,2097,113,2218,128,2274,141,2299,151,2315,158,2321,169,2330,171,2338,173,97,98,-2094.3,-143.6,2108,98
0,,,1285,IsA,drama,romantic comedy,3,3,3,[CLS] the drama is a romantic comedy . [SEP],[CLS] drama is a romantic comedy . [SEP],10,0.469903478,-70.42607574,4.468018532,1.517866135,0.32224226,-6.520563126,-3.823534012,-14.55899239,-7.969310284,-22.59742165,-12.11508656,-30.63585091,-16.26086283,-38.67428017,-20.4066391,-46.71270943,-24.55241537,-54.75113869,-28.69819164,-62.78956795,-32.84396791,-70.82799721,-4.510955811,-4.109034348,TRUE,321,1575,57,469,38,289,31,222,30,188,29,170,26,161,25,156,24,151,24,150,573,600,-60.5,-353.1,42,293
0,,,1251,IsA,dictatorship,political power,4,4,4,[CLS] a dictatorship is a political power . [SEP],[CLS] dictatorship is a political power . [SEP],7,0.630393381,-72.74010341,6.619752407,6.14893198,1.508103371,-2.665485382,-3.603545666,-11.47990274,-8.715194702,-20.29432011,-13.82684374,-29.10873747,-18.93849277,-37.92315483,-24.05014181,-46.73757219,-29.16179085,-55.55198956,-34.27343988,-64.36640692,-39.38508892,-73.18082428,-0.461881042,-0.021160173,TRUE,76,172,37,118,36,121,38,142,38,147,38,157,41,162,43,173,45,173,45,177,118,121,-43.7,-154.2,29,104
1,0,1,324,AtLocation,book,public domain,4,3,3.5,[CLS] something you find in the public domain is a book . [SEP],[CLS] book at location public domain . [SEP],29,0.475342103,-71.7676882,1.517930031,3.37162447,-2.664408922,-5.02382946,-6.846747875,-13.41928339,-11.02908683,-21.81473732,-15.21142578,-30.21019125,-19.39376473,-38.60564518,-23.57610369,-47.00109911,-27.75844264,-55.39655304,-31.94078159,-63.79200697,-36.12312055,-72.1874609,-2.924965978,-2.505193281,TRUE,1269,726,203,279,95,211,63,189,52,177,43,166,37,168,35,170,32,164,32,163,317,329,-186.1,-241.3,147,179
1,0,0,285,HasSubevent,coalition government,cabinet,0,3,1.5,[CLS] one of the things you do when you cabinet is coalition government . [SEP],[CLS] coalition government has sub ##eve ##nt cabinet . [SEP],10,1.71E-05,-73.65259428,4.276382685,6.886582851,-8.901620865,-2.11220789,-22.07962441,-11.11099863,-35.25762796,-20.10978937,-48.43563151,-29.10858011,-61.61363506,-38.10737085,-74.79163861,-47.10616159,-87.96964216,-56.10495234,-101.1476457,-65.10374308,-114.3256493,-74.10253382,0.137489796,0.587429333,TRUE,349,104,1180,84,1604,110,1796,133,1896,146,1952,159,1990,169,2025,175,2044,183,2066,190,79,79,-1690.2,-145.3,1681,99
0,,,593,AtLocation,trial,sexual assault,1,1,1,[CLS] something you find in sexual assault is a trial . [SEP],[CLS] trial at location sexual assault . [SEP],9,0.000343837,-75.45240946,1.481988907,9.327147007,-9.695077896,-0.145429134,-20.8721447,-9.618005276,-32.0492115,-19.09058142,-43.22627831,-28.56315756,-54.40334511,-38.0357337,-65.58041191,-47.50830984,-76.75747871,-56.98088598,-87.93454552,-66.45346212,-99.11161232,-75.92603827,2.222714901,2.696343708,TRUE,1282,20,1378,26,1409,66,1442,105,1447,135,1457,158,1457,178,1462,195,1467,203,1466,220,22,23,-1426.7,-130.6,1414,91.5
0,,,712,UsedFor,housing,single family,3,3,3,[CLS] housing is for single family . [SEP],[CLS] housing used for single family . [SEP],19,0.076145893,-73.13002125,8.14204216,4.444737673,2.041650295,-4.222833157,-4.05874157,-12.89040399,-10.15913343,-21.55797482,-16.2595253,-30.22554564,-22.35991716,-38.89311647,-28.46030903,-47.5606873,-34.56070089,-56.22825813,-40.66109276,-64.89582896,-46.76148462,-73.56339979,-2.055940449,-1.622561908,TRUE,25,440,25,210,40,189,53,178,62,178,68,179,73,179,76,178,82,179,88,181,228,235,-59.2,-209.1,41,156
